형태소,품사,시대별,카운트
막,Noun,2016-2020,51
막겠나,Verb,2010-2015,3
막겠지,Verb,2003-2009,1
막고,Verb,2003-2009,2
막고,Verb,2010-2015,6
막고,Verb,2016-2020,1
막내,Noun,2010-2015,1
막는,Verb,2003-2009,8
막는,Verb,2010-2015,1
막는,Verb,2016-2020,1
막대사탕,Noun,2003-2009,1
막디,Verb,2010-2015,1
막마,Verb,2016-2020,5
막막,Noun,2016-2020,1
막막한,Adjective,2016-2020,1
막막했던,Adjective,2003-2009,1
막막했었지,Adjective,2010-2015,1
막말,Noun,2010-2015,1
막무가내,Noun,2010-2015,3
막사,Noun,2010-2015,1
막상,Noun,2010-2015,1
막상,Noun,2016-2020,2
막상막하,Noun,2010-2015,1
막아,Verb,2010-2015,6
막아,Verb,2016-2020,4
막아도,Verb,2010-2015,4
막아도,Verb,2016-2020,7
막아서는,Verb,2003-2009,2
막아선,Verb,2010-2015,1
막아줄,Verb,2003-2009,1
막연할,Adjective,2010-2015,1
막연함,Adjective,2010-2015,1
막연함도,Adjective,2016-2020,1
막으려,Verb,2016-2020,1
막은,Verb,2010-2015,1
막은,Verb,2016-2020,1
막을수는,Verb,2003-2009,1
막장,Noun,2010-2015,1
막지,Verb,2003-2009,2
막지,Verb,2010-2015,2
막지,Verb,2016-2020,1
막지마,Verb,2003-2009,1
막지마,Verb,2016-2020,1
막지못,Verb,2003-2009,1
막차,Noun,2010-2015,1
막춤,Noun,2010-2015,1
막혀,Verb,2003-2009,16
막혀,Verb,2010-2015,5
막혀,Verb,2016-2020,6
막혀도,Verb,2010-2015,1
막혀도,Verb,2016-2020,1
막혀서,Verb,2003-2009,1
막혀오잖아,Verb,2003-2009,1
막혀와,Verb,2010-2015,2
막혀와,Verb,2016-2020,1
막혀있는,Verb,2016-2020,1
막혔을,Verb,2010-2015,1
막히,Verb,2010-2015,1
막히게,Verb,2003-2009,3
막히게,Verb,2010-2015,2
막히게,Verb,2016-2020,2
막히고,Verb,2016-2020,2
막히는,Verb,2003-2009,2
막히는,Verb,2010-2015,2
막히는,Verb,2016-2020,4
막힌,Verb,2003-2009,3
막힌,Verb,2010-2015,1
막힌,Verb,2016-2020,6
막힐,Verb,2003-2009,1
막힐,Verb,2010-2015,2
막힐,Verb,2016-2020,6
막힘,Verb,2016-2020,1
만,Foreign,2010-2015,4
만,Josa,2003-2009,233
만,Josa,2010-2015,483
만,Josa,2016-2020,475
만,Modifier,2003-2009,3
만,Modifier,2010-2015,12
만,Modifier,2016-2020,5
만,Noun,2003-2009,7
만,Noun,2010-2015,15
만,Noun,2016-2020,17
만,Suffix,2003-2009,1
만,Suffix,2010-2015,3
만거죠,Verb,2010-2015,1
만것도,Verb,2003-2009,3
만끽,Noun,2010-2015,1
만끽,Noun,2016-2020,2
만나,Verb,2003-2009,11
만나,Verb,2010-2015,15
만나,Verb,2016-2020,24
만나건,Verb,2010-2015,1
만나게,Verb,2003-2009,5
만나게,Verb,2010-2015,5
만나게,Verb,2016-2020,7
만나고,Verb,2003-2009,3
만나고,Verb,2010-2015,5
만나고,Verb,2016-2020,4
만나구,Verb,2010-2015,1
만나기,Verb,2010-2015,2
만나기,Verb,2016-2020,4
만나긴,Verb,2016-2020,2
만나느라,Verb,2016-2020,2
만나는,Verb,2010-2015,5
만나는,Verb,2016-2020,18
만나다가도,Verb,2010-2015,2
만나도,Verb,2010-2015,2
만나도,Verb,2016-2020,6
만나든,Verb,2010-2015,1
만나러,Verb,2010-2015,2
만나러,Verb,2016-2020,7
만나려고,Verb,2003-2009,3
만나면,Verb,2003-2009,9
만나면,Verb,2010-2015,11
만나면,Verb,2016-2020,10
만나면서부터,Verb,2003-2009,10
만나서,Verb,2003-2009,2
만나서,Verb,2010-2015,1
만나서,Verb,2016-2020,2
만나야,Verb,2010-2015,1
만나요,Verb,2010-2015,2
만나요,Verb,2016-2020,6
만나자,Verb,2016-2020,2
만나자고,Verb,2003-2009,3
만나자는,Verb,2016-2020,2
만나준,Verb,2003-2009,1
만나지,Verb,2003-2009,2
만난,Noun,2003-2009,13
만난,Noun,2010-2015,20
만난,Noun,2016-2020,28
만난다,Verb,2010-2015,1
만날,Noun,2003-2009,9
만날,Noun,2010-2015,24
만날,Noun,2016-2020,18
만날거다,Verb,2010-2015,1
만날까,Verb,2010-2015,1
만날까봐,Verb,2003-2009,1
만남,Noun,2003-2009,4
만남,Noun,2010-2015,12
만남,Noun,2016-2020,8
만났다,Verb,2016-2020,1
만났다고,Verb,2010-2015,3
만났다는,Verb,2010-2015,1
만났대,Verb,2016-2020,3
만났던,Verb,2003-2009,1
만났던,Verb,2010-2015,5
만났던,Verb,2016-2020,1
만났어,Verb,2003-2009,2
만났어,Verb,2010-2015,1
만났었다면,Verb,2003-2009,1
만났으면서,Verb,2010-2015,1
만났을,Verb,2003-2009,2
만났을,Verb,2010-2015,4
만났잖아,Verb,2003-2009,1
만났지,Verb,2010-2015,1
만능,Noun,2010-2015,1
만도,Josa,2003-2009,1
만도,Josa,2016-2020,1
만두,Noun,2016-2020,1
만드,Noun,2003-2009,1
만드,Noun,2010-2015,1
만드는,Verb,2003-2009,2
만드는,Verb,2010-2015,8
만드는,Verb,2016-2020,5
만드는데,Verb,2016-2020,3
만드니,Verb,2010-2015,2
만드니,Verb,2016-2020,1
만드니까,Verb,2003-2009,1
만드니까,Verb,2010-2015,1
만드니까,Verb,2016-2020,1
만드시진,Verb,2016-2020,2
만든,Verb,2003-2009,3
만든,Verb,2010-2015,31
만든,Verb,2016-2020,17
만든거야,Verb,2003-2009,1
만들,Verb,2003-2009,4
만들,Verb,2010-2015,2
만들,Verb,2016-2020,8
만들거야,Verb,2003-2009,3
만들거야,Verb,2010-2015,1
만들게,Verb,2010-2015,2
만들게,Verb,2016-2020,1
만들겠어,Verb,2010-2015,1
만들겠죠,Verb,2010-2015,1
만들고,Verb,2003-2009,4
만들고,Verb,2010-2015,5
만들고서,Verb,2016-2020,1
만들기,Noun,2010-2015,1
만들래,Verb,2016-2020,1
만들려고,Verb,2003-2009,1
만들면,Verb,2016-2020,1
만들어,Verb,2003-2009,6
만들어,Verb,2010-2015,16
만들어,Verb,2016-2020,43
만들어가,Verb,2003-2009,4
만들어가,Verb,2010-2015,2
만들어가,Verb,2016-2020,1
만들어가는,Verb,2010-2015,1
만들어가는,Verb,2016-2020,4
만들어내,Verb,2010-2015,1
만들어내,Verb,2016-2020,2
만들어도,Verb,2003-2009,1
만들어야,Verb,2003-2009,1
만들어야지,Verb,2003-2009,1
만들어요,Verb,2010-2015,1
만들어줄,Verb,2010-2015,2
만들어줘,Verb,2010-2015,6
만들어줘,Verb,2016-2020,2
만들어진,Verb,2016-2020,3
만들었고,Verb,2010-2015,1
만들었니,Verb,2010-2015,1
만들었어,Verb,2016-2020,3
만들었지,Verb,2010-2015,1
만들자,Verb,2010-2015,1
만들자,Verb,2016-2020,3
만들죠,Verb,2003-2009,1
만들지,Verb,2003-2009,2
만들지,Verb,2010-2015,4
만들지마,Verb,2003-2009,4
만들테니,Verb,2003-2009,1
만루,Noun,2010-2015,1
만루,Noun,2016-2020,1
만류,Noun,2010-2015,1
만리,Noun,2010-2015,1
만만한,Adjective,2010-2015,1
만만한,Adjective,2016-2020,2
만만해,Adjective,2010-2015,4
만만히,Adjective,2010-2015,1
만세,Noun,2010-2015,37
만신창이,Noun,2016-2020,1
만약,Noun,2003-2009,5
만약,Noun,2010-2015,9
만약,Noun,2016-2020,13
만에,Josa,2003-2009,2
만에,Josa,2010-2015,3
만연한,Adjective,2003-2009,1
만요,Noun,2010-2015,1
만으로,Josa,2003-2009,6
만으로,Josa,2010-2015,9
만으로,Josa,2016-2020,6
만으로도,Josa,2003-2009,3
만으로도,Josa,2016-2020,8
만은,Josa,2003-2009,17
만은,Josa,2010-2015,31
만은,Josa,2016-2020,15
만을,Josa,2003-2009,36
만을,Josa,2010-2015,30
만을,Josa,2016-2020,15
만의,Josa,2003-2009,43
만의,Josa,2010-2015,75
만의,Josa,2016-2020,70
만이,Josa,2003-2009,23
만이,Josa,2010-2015,36
만이,Josa,2016-2020,21
만이,Noun,2010-2015,2
만이,Noun,2016-2020,3
만이라도,Josa,2003-2009,1
만이라도,Josa,2010-2015,3
만이라도,Josa,2016-2020,1
만인,Noun,2010-2015,1
만일,Noun,2003-2009,1
만일,Noun,2016-2020,1
만점,Noun,2016-2020,1
만져,Verb,2003-2009,1
만져,Verb,2010-2015,3
만져줘,Verb,2016-2020,2
만족,Noun,2003-2009,1
만족,Noun,2010-2015,6
만족,Noun,2016-2020,1
만족스러,Adjective,2010-2015,1
만족하지,Adjective,2003-2009,3
만족하지,Adjective,2010-2015,3
만족한,Adjective,2010-2015,2
만족할,Adjective,2003-2009,1
만족할,Adjective,2010-2015,3
만족해,Adjective,2010-2015,4
만족해,Adjective,2016-2020,1
만지고만,Verb,2003-2009,2
만지는데,Verb,2010-2015,1
만지던,Verb,2016-2020,1
만지작거리는,Adjective,2003-2009,1
만진,Verb,2010-2015,1
만질,Verb,2003-2009,3
만질,Verb,2010-2015,2
만취,Noun,2010-2015,1
만치,Josa,2010-2015,5
만치,Josa,2016-2020,1
만큼,Josa,2003-2009,20
만큼,Josa,2010-2015,19
만큼,Josa,2016-2020,13
만큼,Noun,2003-2009,14
만큼,Noun,2010-2015,39
만큼,Noun,2016-2020,37
만큼만,Josa,2003-2009,4
만큼만,Josa,2010-2015,3
만큼만,Josa,2016-2020,10
만큼은,Josa,2003-2009,12
만큼은,Josa,2010-2015,17
만큼은,Josa,2016-2020,2
만큼의,Josa,2003-2009,2
만하,Noun,2003-2009,4
만하,Noun,2010-2015,4
만하,Noun,2016-2020,2
만하다간,Verb,2010-2015,1
만해,Noun,2003-2009,11
만해,Noun,2010-2015,13
만해,Noun,2016-2020,2
만화,Noun,2010-2015,1
많건,Adjective,2003-2009,1
많고,Adjective,2003-2009,6
많고,Adjective,2010-2015,4
많고,Adjective,2016-2020,5
많기를,Adjective,2016-2020,6
많길,Adjective,2016-2020,1
많나요,Adjective,2010-2015,1
많네,Adjective,2003-2009,1
많다,Adjective,2003-2009,1
많다고,Adjective,2016-2020,1
많대,Adjective,2016-2020,1
많던,Adjective,2010-2015,7
많아,Adjective,2003-2009,1
많아,Adjective,2010-2015,28
많아,Adjective,2016-2020,17
많아서,Adjective,2010-2015,2
많아서,Adjective,2016-2020,4
많아져,Verb,2016-2020,1
많아졌지만,Verb,2010-2015,1
많아지고,Verb,2010-2015,1
많아지고,Verb,2016-2020,1
많아진,Verb,2010-2015,1
많아진,Verb,2016-2020,1
많아질,Verb,2010-2015,1
많았고,Adjective,2016-2020,1
많았는데,Adjective,2010-2015,1
많았던,Adjective,2003-2009,2
많았던,Adjective,2010-2015,3
많았던,Adjective,2016-2020,2
많았던가,Adjective,2003-2009,1
많았어,Adjective,2016-2020,2
많어,Adjective,2003-2009,1
많어,Adjective,2010-2015,1
많어,Adjective,2016-2020,2
많으니까,Adjective,2003-2009,1
많은,Adjective,2003-2009,34
많은,Adjective,2010-2015,49
많은,Adjective,2016-2020,47
많은건,Adjective,2010-2015,1
많은걸,Adjective,2003-2009,1
많은걸,Adjective,2016-2020,3
많은것을,Adjective,2016-2020,1
많은데,Adjective,2003-2009,2
많은데,Adjective,2010-2015,6
많은데,Adjective,2016-2020,3
많을,Adjective,2010-2015,1
많을,Adjective,2016-2020,2
많을수록,Adjective,2003-2009,1
많을텐데,Adjective,2010-2015,2
많이,Adverb,2003-2009,26
많이,Adverb,2010-2015,46
많이,Adverb,2016-2020,74
많이,Modifier,2003-2009,1
많이,Modifier,2010-2015,5
많이,Modifier,2016-2020,1
많잖아,Adjective,2003-2009,4
많잖아,Adjective,2010-2015,4
많잖아,Adjective,2016-2020,2
많잖어,Adjective,2016-2020,1
많죠,Adjective,2003-2009,2
많지,Adjective,2010-2015,3
많지,Adjective,2016-2020,3
많지만,Adjective,2003-2009,2
많지만,Adjective,2016-2020,6
맏형,Noun,2010-2015,1
말,Foreign,2010-2015,2
말,Foreign,2016-2020,1
말,Noun,2003-2009,460
말,Noun,2010-2015,767
말,Noun,2016-2020,650
말거나,Verb,2010-2015,1
말건,Verb,2003-2009,1
말걸,Noun,2016-2020,1
말겠어,Verb,2016-2020,1
말고,Josa,2003-2009,39
말고,Josa,2010-2015,77
말고,Josa,2016-2020,56
말고는,Josa,2016-2020,4
말고도,Josa,2016-2020,1
말곤,Verb,2010-2015,7
말곤,Verb,2016-2020,3
말관,Noun,2016-2020,1
말기,Noun,2003-2009,1
말기,Noun,2010-2015,4
말기,Noun,2016-2020,1
말길,Verb,2010-2015,1
말까,Verb,2010-2015,4
말까,Verb,2016-2020,3
말끔히,Adverb,2016-2020,1
말끝,Noun,2010-2015,1
말끝,Noun,2016-2020,1
말다툼,Noun,2016-2020,1
말던,Verb,2010-2015,3
말듯,Noun,2010-2015,1
말듯,Noun,2016-2020,2
말듯,Verb,2010-2015,6
말듯,Verb,2016-2020,4
말라,Adjective,2003-2009,4
말라,Adjective,2010-2015,4
말라,Adjective,2016-2020,7
말라가,Noun,2003-2009,1
말라가,Noun,2010-2015,2
말라가,Noun,2016-2020,4
말라네요,Adjective,2010-2015,1
말라면,Verb,2010-2015,1
말라와,Adjective,2010-2015,1
말란,Verb,2003-2009,2
말란,Verb,2010-2015,2
말랐어,Adjective,2010-2015,3
말랑말랑,Adverb,2016-2020,4
말랬,Noun,2010-2015,1
말려,Verb,2003-2009,3
말려,Verb,2010-2015,5
말려,Verb,2016-2020,17
말려도,Verb,2010-2015,2
말려줘,Verb,2016-2020,1
말렸으,Verb,2010-2015,1
말로,Noun,2003-2009,3
말로,Noun,2010-2015,12
말로,Noun,2016-2020,17
말론,Noun,2003-2009,1
말리,Noun,2010-2015,6
말리,Noun,2016-2020,2
말리는,Verb,2010-2015,2
말리부,Noun,2016-2020,1
말리지마,Verb,2010-2015,2
말리지마,Verb,2016-2020,1
말리진,Verb,2010-2015,1
말문,Noun,2010-2015,2
말세,Noun,2010-2015,2
말솜씨,Noun,2010-2015,1
말수,Noun,2010-2015,1
말씀,Noun,2003-2009,1
말씀,Noun,2010-2015,1
말씀,Noun,2016-2020,1
말아다오,Verb,2003-2009,4
말아라,Verb,2010-2015,2
말아야,Verb,2016-2020,1
말아야지,Verb,2003-2009,1
말아요,Verb,2003-2009,28
말아요,Verb,2010-2015,40
말아요,Verb,2016-2020,9
말아주오,Verb,2010-2015,2
말아줘,Verb,2003-2009,7
말아줘,Verb,2010-2015,21
말아줘,Verb,2016-2020,17
말아줘요,Verb,2003-2009,2
말아줘요,Verb,2010-2015,3
말안,Noun,2003-2009,3
말았더라면,Verb,2003-2009,1
말았던,Verb,2016-2020,1
말았어야,Verb,2010-2015,1
말았어야,Verb,2016-2020,1
말았죠,Verb,2003-2009,1
말았지,Verb,2010-2015,1
말어,Verb,2003-2009,1
말어,Verb,2010-2015,9
말어,Verb,2016-2020,12
말였어,Verb,2010-2015,1
말을거네,Verb,2003-2009,1
말을까,Verb,2010-2015,2
말이잖아,Verb,2003-2009,1
말장난,Noun,2010-2015,1
말진,Verb,2016-2020,2
말테니,Verb,2010-2015,1
말투,Noun,2003-2009,6
말투,Noun,2010-2015,13
말투,Noun,2016-2020,26
말하듯,Verb,2003-2009,2
말하라면,Verb,2003-2009,1
맑게,Adjective,2010-2015,5
맑게,Adjective,2016-2020,1
맑고,Adjective,2003-2009,1
맑다던,Adjective,2016-2020,1
맑던,Adjective,2003-2009,1
맑던,Adjective,2010-2015,1
맑아,Adjective,2016-2020,1
맑아도,Adjective,2016-2020,1
맑아서,Adjective,2003-2009,1
맑아지고,Adjective,2003-2009,1
맑은,Noun,2003-2009,7
맑은,Noun,2010-2015,10
맑은,Noun,2016-2020,7
맑음,Noun,2003-2009,2
맑음,Noun,2010-2015,1
맘,Noun,2003-2009,235
맘,Noun,2010-2015,357
맘,Noun,2016-2020,523
맘껏,Noun,2003-2009,1
맘껏,Noun,2010-2015,1
맘껏,Noun,2016-2020,2
맘대로,Adverb,2003-2009,4
맘대로,Adverb,2010-2015,12
맘대로,Adverb,2016-2020,21
맘마,Noun,2016-2020,2
맘맘,Noun,2016-2020,2
맘보,Noun,2016-2020,2
맘속,Noun,2003-2009,11
맘속,Noun,2010-2015,10
맘속,Noun,2016-2020,31
맘안,Noun,2003-2009,1
맙소사,Exclamation,2010-2015,1
맙시,Noun,2010-2015,1
맛,Noun,2003-2009,2
맛,Noun,2010-2015,14
맛,Noun,2016-2020,32
맛보게,Verb,2010-2015,3
맛보고,Verb,2010-2015,3
맛보고,Verb,2016-2020,1
맛보기,Noun,2010-2015,1
맛보기,Noun,2016-2020,1
맛보면,Verb,2010-2015,1
맛보지못한,Verb,2003-2009,1
맛본,Verb,2016-2020,1
맛볼수록,Verb,2010-2015,1
맛봐,Verb,2010-2015,1
맛없는,Adjective,2016-2020,1
맛있는,Adjective,2003-2009,1
맛있는,Adjective,2010-2015,3
맛있는,Adjective,2016-2020,2
맛있다고,Adjective,2010-2015,1
맛있어,Adjective,2016-2020,1
망가져,Verb,2003-2009,3
망가져,Verb,2010-2015,4
망가져가기만,Verb,2010-2015,1
망가져가는,Verb,2010-2015,2
망가져가는,Verb,2016-2020,3
망가져도,Verb,2016-2020,1
망가진,Verb,2010-2015,1
망가진,Verb,2016-2020,1
망가짐,Verb,2010-2015,1
망각,Noun,2010-2015,1
망상,Noun,2016-2020,1
망설,Noun,2010-2015,1
망설여,Verb,2016-2020,3
망설였단,Verb,2003-2009,2
망설였었죠,Verb,2010-2015,1
망설이게,Verb,2016-2020,1
망설이고,Verb,2003-2009,1
망설이고,Verb,2010-2015,4
망설이기만,Verb,2010-2015,1
망설이냐고,Verb,2003-2009,1
망설이는,Verb,2010-2015,2
망설이는,Verb,2016-2020,2
망설이니,Verb,2010-2015,14
망설이니,Verb,2016-2020,1
망설이다,Verb,2003-2009,1
망설이다,Verb,2016-2020,2
망설이다가,Verb,2003-2009,3
망설이다가,Verb,2016-2020,1
망설이던,Verb,2010-2015,1
망설이지,Verb,2003-2009,1
망설이지,Verb,2010-2015,15
망설이지,Verb,2016-2020,16
망설이지는,Verb,2010-2015,1
망설이지마,Verb,2003-2009,2
망설이지마,Verb,2010-2015,4
망설이지마,Verb,2016-2020,3
망설이지만,Verb,2003-2009,2
망설인,Verb,2010-2015,3
망설인,Verb,2016-2020,2
망설인다는,Verb,2016-2020,1
망설인다면,Verb,2010-2015,3
망설일,Verb,2003-2009,1
망설일,Verb,2010-2015,3
망설일,Verb,2016-2020,1
망설임,Verb,2010-2015,5
망설임,Verb,2016-2020,3
망설임은,Verb,2010-2015,1
망설임은,Verb,2016-2020,1
망설임이라,Verb,2016-2020,1
망신,Noun,2010-2015,1
망일,Noun,2010-2015,1
망쳐,Verb,2010-2015,1
망쳐,Verb,2016-2020,3
망쳐도,Verb,2010-2015,3
망치,Noun,2010-2015,1
망치,Noun,2016-2020,1
망치는,Verb,2016-2020,1
망치듯이,Verb,2016-2020,1
망치러,Verb,2016-2020,2
망친,Verb,2003-2009,1
망친,Verb,2010-2015,2
망하겠네,Adjective,2016-2020,1
망하길,Adjective,2010-2015,1
망할,Adjective,2016-2020,1
망해,Adjective,2016-2020,1
망했네,Adjective,2010-2015,1
맞,Verb,2016-2020,4
맞게,Verb,2003-2009,1
맞게,Verb,2010-2015,5
맞겠지,Verb,2016-2020,1
맞기,Verb,2016-2020,1
맞기에,Verb,2016-2020,2
맞긴,Verb,2010-2015,2
맞나,Verb,2003-2009,1
맞나,Verb,2010-2015,2
맞는,Verb,2003-2009,5
맞는,Verb,2010-2015,4
맞는,Verb,2016-2020,6
맞는데,Verb,2016-2020,1
맞는지,Verb,2016-2020,3
맞니,Verb,2010-2015,5
맞니,Verb,2016-2020,2
맞다,Verb,2010-2015,3
맞다고,Verb,2016-2020,1
맞다네,Verb,2010-2015,1
맞다면,Verb,2010-2015,1
맞닿아있어,Verb,2016-2020,1
맞닿으면,Verb,2016-2020,1
맞닿은,Verb,2016-2020,3
맞대고,Verb,2010-2015,1
맞대고,Verb,2016-2020,17
맞붙어,Verb,2010-2015,3
맞서,Verb,2010-2015,5
맞서,Verb,2016-2020,1
맞서겠어요,Verb,2003-2009,1
맞서준다,Verb,2010-2015,1
맞서줄게,Verb,2010-2015,3
맞아,Verb,2003-2009,6
맞아,Verb,2010-2015,9
맞아,Verb,2016-2020,13
맞아야지,Verb,2010-2015,1
맞아줄게,Verb,2016-2020,4
맞아줘,Verb,2016-2020,1
맞았어,Verb,2010-2015,1
맞으며,Verb,2003-2009,1
맞으며,Verb,2016-2020,5
맞으면,Verb,2016-2020,2
맞은,Verb,2003-2009,8
맞은,Verb,2010-2015,2
맞을,Verb,2010-2015,1
맞을,Verb,2016-2020,2
맞을지도,Verb,2016-2020,1
맞음,Verb,2010-2015,1
맞음,Verb,2016-2020,1
맞이,Noun,2003-2009,1
맞이,Noun,2010-2015,2
맞이,Noun,2016-2020,3
맞잖아,Verb,2016-2020,4
맞죠,Verb,2016-2020,4
맞지,Verb,2003-2009,2
맞지,Verb,2010-2015,4
맞지,Verb,2016-2020,23
맞추겠지,Verb,2016-2020,1
맞추고,Verb,2003-2009,1
맞추고,Verb,2010-2015,4
맞추고,Verb,2016-2020,28
맞추기가,Verb,2010-2015,1
맞추길,Verb,2016-2020,1
맞추는,Verb,2010-2015,2
맞추는,Verb,2016-2020,1
맞추던,Verb,2003-2009,1
맞추던,Verb,2016-2020,1
맞추듯,Verb,2016-2020,1
맞추려,Verb,2016-2020,1
맞추며,Verb,2003-2009,6
맞추며,Verb,2010-2015,2
맞추면,Verb,2003-2009,1
맞추면,Verb,2016-2020,2
맞추어,Verb,2010-2015,1
맞추었을,Verb,2003-2009,1
맞추죠,Verb,2016-2020,2
맞추지,Verb,2003-2009,1
맞추지,Verb,2010-2015,1
맞추진,Verb,2016-2020,1
맞추질,Verb,2010-2015,1
맞춘,Verb,2003-2009,1
맞춘,Verb,2010-2015,5
맞춘,Verb,2016-2020,5
맞출,Verb,2003-2009,3
맞출,Verb,2010-2015,2
맞출,Verb,2016-2020,1
맞출수록,Verb,2016-2020,1
맞춤,Noun,2010-2015,1
맞춰,Verb,2003-2009,4
맞춰,Verb,2010-2015,28
맞춰,Verb,2016-2020,36
맞춰가는,Verb,2016-2020,1
맞춰가진,Verb,2010-2015,1
맞춰도,Verb,2003-2009,1
맞춰도,Verb,2016-2020,1
맞춰야,Verb,2010-2015,1
맞춰야,Verb,2016-2020,1
맞춰주네,Verb,2016-2020,1
맞춰줄,Verb,2016-2020,2
맞춰줘,Verb,2010-2015,1
맞춰줘,Verb,2016-2020,2
맞춰줘요,Verb,2010-2015,1
맞춰진,Verb,2016-2020,6
맡,Verb,2003-2009,1
맡,Verb,2010-2015,1
맡겨,Verb,2003-2009,4
맡겨,Verb,2010-2015,9
맡겨,Verb,2016-2020,32
맡겨요,Verb,2003-2009,2
맡겨요,Verb,2010-2015,4
맡고,Verb,2010-2015,1
맡고,Verb,2016-2020,1
맡기게,Verb,2016-2020,2
맡기고,Verb,2003-2009,1
맡기고,Verb,2016-2020,4
맡기면,Verb,2016-2020,2
맡긴,Verb,2010-2015,1
맡긴,Verb,2016-2020,5
맡길,Verb,2016-2020,2
맡는,Verb,2016-2020,1
맡아,Verb,2016-2020,2
맡에,Verb,2016-2020,1
맡으며,Verb,2010-2015,1
맡을,Verb,2010-2015,2
매,Modifier,2010-2015,10
매,Modifier,2016-2020,16
매,Noun,2003-2009,1
매,Noun,2010-2015,10
매,Noun,2016-2020,13
매고,Verb,2003-2009,2
매끄러운,Adjective,2010-2015,1
매끄러운,Adjective,2016-2020,1
매끄럽게,Adjective,2016-2020,1
매너,Noun,2010-2015,4
매너,Noun,2016-2020,3
매년,Noun,2010-2015,1
매년,Noun,2016-2020,2
매니아,Noun,2010-2015,1
매니저,Noun,2010-2015,1
매달려,Verb,2010-2015,3
매달려,Verb,2016-2020,1
매달려도,Verb,2003-2009,2
매달렸어,Verb,2016-2020,1
매달리네,Verb,2003-2009,1
매달리는,Verb,2010-2015,2
매달리니,Verb,2003-2009,2
매달리면,Verb,2003-2009,1
매달리지마,Verb,2003-2009,3
매달린,Verb,2010-2015,2
매달린,Verb,2016-2020,2
매달릴,Verb,2010-2015,3
매도,Noun,2010-2015,3
매듭,Noun,2016-2020,2
매력,Noun,2003-2009,14
매력,Noun,2010-2015,18
매력,Noun,2016-2020,12
매료,Noun,2016-2020,1
매매,Noun,2016-2020,1
매몰,Noun,2003-2009,1
매몰,Noun,2010-2015,1
매몰,Noun,2016-2020,1
매번,Noun,2003-2009,6
매번,Noun,2010-2015,8
매번,Noun,2016-2020,21
매분,Adverb,2016-2020,3
매사,Noun,2016-2020,3
매서운,Verb,2016-2020,1
매스,Noun,2003-2009,1
매시간,Adverb,2016-2020,1
매었어,Verb,2016-2020,1
매우,Noun,2016-2020,2
매운,Adjective,2016-2020,2
매일,Noun,2003-2009,58
매일,Noun,2010-2015,125
매일,Noun,2016-2020,197
매주,Adverb,2010-2015,1
매지,Verb,2010-2015,2
매진,Noun,2016-2020,3
매초,Adverb,2016-2020,1
매해,Adverb,2016-2020,1
매혹,Noun,2010-2015,3
매혹,Noun,2016-2020,2
맥,Noun,2010-2015,1
맥박,Noun,2010-2015,1
맥박,Noun,2016-2020,1
맨,Modifier,2010-2015,5
맨,Modifier,2016-2020,3
맨,Noun,2003-2009,2
맨,Noun,2010-2015,19
맨,Noun,2016-2020,2
맨날,Adverb,2003-2009,2
맨날,Adverb,2010-2015,9
맨날,Adverb,2016-2020,2
맬,Verb,2010-2015,1
맴,Noun,2010-2015,1
맴,Noun,2016-2020,3
맴도,Noun,2003-2009,3
맴도,Noun,2010-2015,5
맴도,Noun,2016-2020,12
맴돈,Verb,2010-2015,3
맴돌,Verb,2003-2009,1
맴돌게,Verb,2016-2020,3
맴돌겠지,Verb,2016-2020,1
맴돌고,Verb,2010-2015,2
맴돌고,Verb,2016-2020,2
맴돌고만,Verb,2016-2020,5
맴돌기만,Verb,2016-2020,3
맴돌다,Verb,2010-2015,2
맴돌다,Verb,2016-2020,2
맴돌던,Verb,2003-2009,1
맴돌던,Verb,2016-2020,2
맴돌면서,Verb,2003-2009,1
맴돌아,Verb,2010-2015,3
맴돌아,Verb,2016-2020,6
맴매,Verb,2016-2020,1
맴맴,Adverb,2003-2009,1
맴맴,Adverb,2016-2020,1
맵시,Noun,2010-2015,4
맵시,Noun,2016-2020,1
맸지,Verb,2016-2020,1
맹,Noun,2016-2020,1
맹맹,Noun,2010-2015,1
맹세,Noun,2003-2009,4
맹세,Noun,2010-2015,7
맹세,Noun,2016-2020,3
맹수,Noun,2010-2015,2
맹수,Noun,2016-2020,2
맺어지는,Verb,2010-2015,1
맺어진,Verb,2010-2015,2
맺혀,Verb,2003-2009,1
맺혀,Verb,2010-2015,2
맺혀,Verb,2016-2020,1
맺혔,Noun,2010-2015,2
맺히게,Verb,2016-2020,1
맺히는지,Verb,2010-2015,2
맺히면,Verb,2016-2020,1
맺힌,Noun,2003-2009,1
맺힌,Noun,2010-2015,2
머,Noun,2003-2009,3
머,Noun,2010-2015,20
머,Noun,2016-2020,4
머금,Noun,2016-2020,7
머금던,Noun,2016-2020,1
머나먼,Adjective,2016-2020,1
머리,Noun,2003-2009,27
머리,Noun,2010-2015,72
머리,Noun,2016-2020,44
머리카락,Noun,2003-2009,1
머리카락,Noun,2010-2015,1
머리카락,Noun,2016-2020,2
머리칼,Noun,2010-2015,2
머린,Noun,2010-2015,4
머린,Noun,2016-2020,4
